role,perf,area,sex,id,age,salary,vol_leave
Ind,2,Marketing,Female,7958,25.6763422,51870.26809,0
Ind,2,Other,Female,7146,25.03909414,59597.31897,1
Ind,2,Marketing,Male,10696,22.88054164,62502.76499,0
Ind,2,Other,Female,6421,24.3676591,63900.78166,0
Ind,2,Marketing,Male,8754,23.56990332,62194.89526,0
Ind,2,Marketing,Female,9787,28.40196594,64432.03355,0
Ind,2,Marketing,Female,4360,28.63484649,60943.86622,0
Ind,2,Marketing,Male,2322,22.31874821,59747.01296,0
Ind,2,Other,Female,7155,27.6523873,58983.52904,1
Ind,3,Marketing,Male,8762,28.10855462,56455.41652,0
Ind,2,Sales,Female,6109,29.71337551,60794.02036,1
Ind,2,Sales,Female,2832,23.67673947,61251.84363,1
Ind,2,Sales,Female,4530,26.45777625,56384.09447,1
Ind,2,Other,Female,7522,26.25794188,63925.13525,0
Ind,2,Marketing,Male,8280,25.21797153,50805.4609,1
Ind,2,Sales,Female,10121,23.51111407,61734.27818,0
Ind,2,Other,Male,6900,23.04716296,59727.60067,0
Ind,2,Other,Male,1639,23.54982401,56797.34782,0
Ind,2,Marketing,Male,9619,28.99426999,63130.80321,0
Ind,2,Other,Female,8259,23.30073933,59633.2757,1
Ind,2,Other,Female,7164,33.97878817,62924.71144,0
Ind,2,Other,Male,10267,27.19798865,64549.49458,0
Ind,2,Other,Male,9051,27.01154269,62491.55674,0
Ind,3,Finance,Male,3785,29.21402086,62041.94184,0
Ind,2,Sales,Male,3392,22.5468469,68464.12898,0
Ind,2,Sales,Female,10130,23.42444862,61858.28352,0
Ind,2,Marketing,Female,2153,23.97102667,58146.09871,1
Ind,2,Other,Female,10817,25.50749192,62641.06484,0
Ind,2,Sales,Male,5702,25.16801409,57116.32901,1
Ind,2,Marketing,Female,2886,23.47307183,61747.63507,0
Ind,2,Sales,Female,7949,22.71918441,63868.35502,0
Ind,2,Other,Female,6330,25.53164204,64575.77487,0
Ind,2,Sales,Male,10609,26.11137171,52518.69939,0
Ind,2,Other,Female,1711,27.77994848,66882.40067,0
Ind,3,Accounting,Male,5613,23.9692229,61912.43124,0
Ind,2,Marketing,Female,9451,25.53187292,53655.84362,0
Ind,2,Other,Female,10096,23.50520473,61692.4757,0
Ind,2,Marketing,Female,6662,24.51471474,72368.39469,0
Ind,2,Other,Female,3175,22.81673241,58482.75358,0
Ind,2,Marketing,Male,3568,24.75770253,55219.73676,0
Ind,2,Other,Male,2998,31.5833675,59761.48374,0
Ind,2,Marketing,Male,1989,23.44092044,48014.86274,0
Ind,2,Other,Female,4273,22.95598786,55749.42145,0
Ind,2,Other,Male,4825,22.8901121,61916.16771,1
Ind,2,Sales,Female,10151,24.14193222,57281.83193,1
Ind,2,Marketing,Male,6730,22.93198885,63271.68092,0
Ind,2,Marketing,Female,3875,24.28852952,70725.64956,1
Ind,2,Other,Male,10051,27.82971908,54841.5013,0
Ind,2,Sales,Female,4081,25.72421083,50462.23038,1
Ind,3,Sales,Female,10763,25.72631534,68123.73902,0
Ind,3,Finance,Male,4054,26.60703649,57855.43768,0
Ind,2,Other,Female,7925,27.96580568,67147.57258,0
Ind,2,Sales,Female,6636,26.48558241,60269.86067,0
Ind,2,Sales,Male,9371,25.78601886,61919.9074,0
Ind,2,Marketing,Male,9535,24.41667515,53294.07516,0
Ind,2,Marketing,Female,7284,23.24933626,58094.86141,0
Ind,2,Sales,Female,5789,25.45233036,56021.39884,1
Ind,3,Sales,Male,6704,23.63314044,55828.82335,0
Ind,3,Finance,Male,3377,23.95682824,65373.06437,0
Ind,2,Other,Male,4112,25.6279222,65036.84875,0
Ind,3,Marketing,Female,9721,23.7827088,47764.49221,1
Ind,3,Marketing,Female,4012,25.29150299,59585.25637,0
Ind,2,Sales,Female,7981,23.6735533,57470.37144,1
Ind,2,Sales,Male,3431,27.40975575,45524.87641,1
Ind,2,Sales,Male,2702,24.43603943,57735.62268,1
Ind,2,Marketing,Male,9301,26.30451223,61106.72361,0
Ind,2,Other,Female,5265,23.58868482,58491.43801,1
Ind,2,Other,Male,1566,31.24447097,62371.45828,0
Ind,2,Marketing,Female,7662,26.23423504,51746.64387,0
Ind,2,Marketing,Female,4384,34.57000233,53255.25527,0
Ind,2,Sales,Male,9630,29.02903072,64084.59388,0
Ind,2,Marketing,Male,10645,29.41540974,60354.99463,0
Ind,2,Marketing,Male,8944,26.91215408,55486.95828,0
Ind,3,Accounting,Male,6862,27.76271653,57449.23304,1
Ind,2,Other,Male,4126,24.2433536,63578.54321,0
Ind,3,Finance,Female,7738,22.53546658,65232.9944,1
Ind,2,Marketing,Female,6575,32.01827565,59493.73178,1
Ind,3,Finance,Male,5497,23.7988496,51516.26934,1
Ind,2,Sales,Female,5081,23.28425101,52053.26027,0
Ind,2,Marketing,Female,3060,25.58353476,57515.33335,0
Ind,2,Other,Male,1945,27.94973072,56935.49796,0
Ind,2,Marketing,Female,7677,23.76149545,59032.31685,1
Ind,2,Sales,Female,4355,30.60947594,65261.1894,1
Ind,2,Other,Male,2311,22.95325598,57023.24504,1
Ind,3,Marketing,Female,2294,29.60432809,55473.99059,1
Ind,3,Other,Female,2132,23.2926584,62394.98427,1
Ind,3,Other,Female,4683,26.07399055,58013.22858,1
Ind,2,Other,Male,1953,25.30580467,57322.9606,0
Ind,2,Marketing,Female,2704,25.79623136,57098.40734,1
Ind,2,Sales,Female,8615,25.38908068,57045.79746,0
Ind,2,Other,Female,6142,29.2534976,63881.83739,1
Ind,3,Accounting,Male,7042,23.54731293,63160.61359,0
Ind,2,Sales,Female,8010,26.94839292,62626.73186,1
Ind,2,Sales,Female,6557,26.29356413,60315.41876,1
Ind,2,Marketing,Female,7687,32.14762913,58804.53122,1
Ind,2,Marketing,Male,4230,22.6435146,52495.72707,0
Ind,2,Other,Female,5419,23.28110147,64392.85108,0
Ind,2,Other,Male,4148,22.81222386,60416.65004,0
Ind,2,Sales,Female,9109,24.24054459,54459.39553,0
Ind,2,Marketing,Female,7692,22.88682643,54783.90245,0
Ind,2,Other,Female,2144,23.93354914,58119.97078,1
Ind,2,Sales,Male,7843,24.00837129,58839.94932,0
Ind,2,Marketing,Female,6845,23.79730516,68529.1755,0
Ind,2,Sales,Male,4564,23.38560241,69646.33724,0
Ind,2,Other,Female,3607,25.5811563,55109.24059,0
Ind,2,Marketing,Female,6241,22.81088004,54273.16729,1
Ind,2,Sales,Female,5475,24.53979412,66619.03988,0
Ind,2,Sales,Male,6027,24.2222149,55147.01781,0
Ind,2,Other,Female,7982,24.58842143,64013.32467,0
Ind,2,Other,Male,8168,25.96473859,59389.4619,0
Ind,2,Other,Male,2341,23.61547113,56387.61635,0
Ind,2,Marketing,Male,6433,25.32745094,53574.68321,0
Ind,2,Other,Female,8715,25.95883938,57502.67648,0
Ind,2,Other,Male,7445,25.04631967,56405.27246,0
Ind,2,Marketing,Male,8621,26.68370725,58931.03859,0
Ind,2,Sales,Female,6211,31.41834992,70722.33253,0
Ind,2,Other,Female,10906,23.31358026,55983.66471,0
Ind,3,Marketing,Female,3297,27.79120766,54122.62263,0
Ind,2,Other,Male,4533,26.70831097,64594.93618,0
Ind,2,Other,Female,2771,22.50373298,54918.84694,0
Ind,2,Sales,Male,8225,29.5876772,67520.74016,0
Ind,2,Other,Female,1321,25.71421483,58628.99178,0
Ind,2,Sales,Female,4153,31.09750284,61646.49655,1
Ind,2,Marketing,Female,5895,32.3546555,66617.04088,0
Ind,2,Other,Male,1990,26.44228843,58138.23991,0
Ind,3,Other,Male,5151,24.0380164,59521.96923,0
Ind,2,Sales,Female,3672,23.68246328,67668.12037,0
Ind,3,Sales,Male,2160,25.61448661,63363.93941,1
Ind,3,Sales,Male,5318,22.94018771,58379.51275,0
Ind,3,Accounting,Male,9262,23.02460029,55971.59265,1
Ind,2,Marketing,Female,9909,26.0903612,61459.66196,0
Ind,3,Finance,Female,6741,27.8685034,52562.61924,1
Ind,2,Sales,Female,5865,23.88677294,55960.87511,0
Ind,2,Sales,Female,1492,27.66439568,60166.09867,1
Ind,3,Accounting,Female,6372,27.67240215,65804.38978,1
Ind,2,Marketing,Female,4206,23.22476313,47430.28978,1
Ind,2,Marketing,Female,1292,24.38466418,60583.99032,0
Ind,2,Marketing,Female,2263,27.57790917,57066.56867,0
Ind,2,Sales,Female,8423,22.37229258,67129.81373,1
Ind,2,Marketing,Female,9032,27.10990331,56062.7884,1
Ind,2,Marketing,Female,4456,26.8289679,68571.29883,0
Ind,2,Other,Female,4740,23.31239434,59177.38471,0
Ind,3,Other,Female,10206,28.83863573,75156.47689,1
Ind,2,Other,Male,10025,25.55632178,55625.64051,1
Ind,2,Sales,Female,8184,34.09552046,55710.07811,1
Ind,2,Sales,Female,4663,25.66214261,61489.71623,1
Ind,3,Finance,Female,1655,25.36662974,59210.30416,1
Ind,2,Other,Female,9115,26.14665954,62227.64474,0
Ind,2,Other,Female,7295,24.29919481,56903.10955,0
Ind,2,Marketing,Male,8657,26.27209149,56449.53347,1
Ind,3,Other,Male,6480,27.83404882,61628.12878,0
Ind,3,Other,Female,4869,31.16162499,54071.67597,1
Ind,3,Accounting,Female,1815,26.05417505,56037.34498,1
Ind,2,Marketing,Female,4466,23.59088862,67314.57941,0
Ind,3,Other,Male,8580,28.13774226,50956.41374,1
Ind,2,Marketing,Male,2104,26.4592562,49555.78197,0
Ind,2,Marketing,Male,7569,23.71517697,53444.14754,0
Ind,2,Sales,Female,7347,29.29526001,55850.7278,1
Ind,2,Other,Female,2527,23.83556403,67438.39681,0
Ind,2,Marketing,Male,2107,24.54348598,69791.72682,0
Ind,2,Sales,Female,2247,25.28785443,65722.94842,0
Ind,3,Marketing,Male,6848,34.19437014,52051.42007,1
Ind,2,Other,Male,3121,33.35425208,61699.44526,0
Ind,2,Marketing,Male,7213,23.98115014,51677.71451,0
Ind,2,Sales,Male,5355,27.97603558,52679.75819,1
Ind,2,Marketing,Female,6181,25.07727348,66403.456,1
Ind,3,Accounting,Female,3285,23.07991823,61203.33433,0
Ind,3,Other,Female,2699,26.77700586,61403.99967,1
Ind,2,Sales,Male,3900,24.23055702,54748.35461,0
Ind,2,Sales,Female,5901,27.21130365,53682.75549,1
Ind,2,Sales,Female,3352,23.18047779,54841.69193,1
Ind,2,Marketing,Male,6129,29.13054713,60869.56687,0
Ind,2,Marketing,Male,7587,24.15061302,62569.81765,0
Ind,2,Marketing,Female,8495,26.66233898,63998.24106,0
Ind,2,Other,Female,3556,22.46518018,57005.71543,1
Ind,2,Other,Male,5441,25.67505121,63967.81347,0
Ind,2,Other,Female,4406,25.82995617,67475.66328,0
Ind,2,Other,Male,6417,22.71758611,60248.24363,0
Ind,2,Sales,Female,10284,23.43834985,64227.52368,1
Ind,2,Marketing,Male,3101,22.27522236,64789.09058,0
Ind,2,Sales,Male,6461,28.35052794,63836.23886,1
Ind,2,Marketing,Female,7653,24.55334653,56247.76051,0
Ind,2,Other,Male,2047,24.10175681,57932.03901,0
Ind,2,Other,Female,8422,24.26208673,65785.15891,0
Ind,2,Marketing,Male,6140,26.16487759,63357.61906,0
Ind,2,Sales,Female,8831,26.17377177,66927.84917,1
Ind,2,Marketing,Male,4321,23.85819112,55052.50246,0
Ind,2,Sales,Female,1668,28.46354509,57871.95407,1
Ind,2,Marketing,Male,9545,27.19140127,55028.75335,1
Ind,2,Sales,Female,8472,24.3993466,62151.40568,1
Ind,2,Other,Female,9159,27.79048499,52459.79649,1
Ind,2,Marketing,Male,3963,24.41571783,72092.34448,0
Ind,2,Marketing,Female,2197,24.00773502,59031.40116,0
Ind,2,Marketing,Female,3416,22.55625259,54880.65817,0
Ind,3,Finance,Male,9814,26.74634158,69155.43298,0
Ind,2,Other,Female,9162,24.30126239,57230.61683,0
Ind,2,Sales,Female,7751,30.8490175,65086.97676,0
Ind,2,Other,Female,1271,25.80661561,64539.06402,0
Ind,3,Other,Female,9167,23.43474193,62059.54413,1
Ind,2,Other,Male,5708,26.89722191,73199.60713,0
Ind,2,Marketing,Female,4271,24.71985872,63731.22182,0
Ind,2,Marketing,Female,5245,26.03078324,60491.91881,1
Ind,2,Marketing,Male,5430,22.15466218,61101.0088,0
Ind,2,Marketing,Male,5310,22.3990668,51732.29266,0
Ind,2,Sales,Male,9522,23.23494208,63746.66105,1
Ind,2,Other,Male,8993,24.29305591,63749.05193,1
Ind,2,Other,Male,3529,26.49277051,63275.62688,0
Ind,2,Other,Female,4558,30.9459128,59200.77546,1
Ind,2,Other,Female,6626,26.75444814,49650.83102,1
Ind,2,Other,Male,2804,30.81500737,59569.28385,1
Ind,2,Marketing,Male,7019,30.80591181,49060.91059,1
Ind,2,Other,Male,7907,26.81901035,57457.71556,0
Ind,3,Marketing,Male,10544,25.44742404,60498.64305,0
Ind,2,Marketing,Female,8535,33.83122653,63531.27068,0
Ind,2,Other,Male,7910,23.4799702,60196.0349,0
Ind,2,Marketing,Male,10910,27.68763131,64980.99187,0
Ind,2,Marketing,Male,5808,26.78584441,51157.5438,0
Ind,2,Sales,Male,3949,25.96963606,65809.73278,0
Ind,2,Other,Male,6091,28.49523015,63048.34222,0
Ind,2,Other,Male,6214,26.39483698,60927.75838,0
Ind,3,Other,Female,5544,28.42530224,63952.76411,0
Ind,2,Marketing,Female,9516,25.15637272,63585.32941,0
Ind,2,Marketing,Female,9518,29.00073239,64299.93112,0
Ind,3,Finance,Female,10843,25.62662967,59634.24757,1
Ind,2,Sales,Female,11059,28.22408851,55105.39244,0
Ind,2,Marketing,Female,3732,23.2265264,61369.99165,0
Ind,2,Other,Female,2631,24.47388417,54241.33286,1
Ind,2,Sales,Female,7053,27.32956497,64979.21359,1
Ind,2,Other,Female,8467,22.96251719,58226.5697,0
Ind,2,Marketing,Female,8915,26.17446832,68326.75137,0
Ind,2,Marketing,Female,8916,28.15611324,62949.20585,0
Ind,3,Finance,Female,1972,22.8150589,61583.60917,0
Ind,2,Other,Female,7132,26.55519297,59901.29842,1
Ind,3,Finance,Female,6244,27.74130954,63831.57464,0
Ind,2,Marketing,Female,3212,26.17933339,62404.34563,0
Ind,2,Sales,Male,6883,23.92265984,63409.31997,0
Ind,2,Marketing,Female,6251,25.04670029,58384.23507,0
Ind,2,Marketing,Male,2916,23.32043491,71745.37953,0
Ind,3,Other,Female,8364,26.79442973,76844.43616,0
Ind,3,Finance,Male,7158,29.46141403,65790.71271,1
Ind,3,Other,Female,9612,22.80944611,52461.10383,1
Ind,3,Sales,Male,8550,28.66516108,51709.39017,1
Ind,2,Marketing,Female,1523,25.59285588,66874.8229,1
Ind,2,Marketing,Male,8387,23.47621904,56683.1408,0
Ind,2,Other,Female,10548,23.09171681,54411.11787,1
Ind,2,Sales,Female,9620,28.24864941,64590.01658,0
Ind,2,Sales,Male,7257,22.76263399,53676.6909,1
Ind,2,Marketing,Male,8390,24.81460535,64983.22796,0
Ind,2,Marketing,Female,4925,24.31710989,66807.61561,1
Ind,2,Other,Female,3749,24.80803153,74012.4072,0
Ind,2,Other,Male,4788,28.43135381,63497.95633,0
Ind,2,Other,Female,5696,28.41958457,59949.29999,0
Ind,2,Other,Male,3211,24.26292046,51697.50959,0
Ind,2,Marketing,Male,4388,24.60699487,63923.1839,0
Ind,2,Other,Female,1204,25.02297169,53127.09979,0
Ind,2,Marketing,Male,6576,24.92183337,65783.43937,0
Ind,2,Marketing,Male,8921,24.7769997,69052.63459,0
Ind,2,Marketing,Male,9859,24.78659385,58908.69468,1
Ind,2,Marketing,Female,5664,28.5676591,55121.94295,0
Ind,2,Sales,Female,4898,25.53222853,66105.14174,1
Ind,2,Sales,Female,3078,34.52680162,50163.77142,0
Ind,2,Sales,Male,3992,24.26011925,64243.73081,1
Ind,2,Marketing,Male,4034,26.9680501,61795.99424,0
Ind,2,Marketing,Female,1905,28.53290086,50777.41781,0
Ind,2,Marketing,Female,5549,24.60120717,60719.54062,0
Ind,3,Finance,Male,8400,25.19111962,54758.87872,0
Ind,2,Other,Female,1580,24.05884403,50582.7913,1
Ind,2,Other,Female,8869,25.19751201,65286.05897,1
Ind,2,Sales,Male,7280,24.59834782,69493.54426,0
Ind,3,Finance,Female,6397,33.93133555,63606.6726,0
Ind,2,Marketing,Male,9872,22.55654984,62934.50982,0
Ind,2,Other,Female,7780,24.58894891,68487.11551,0
Ind,2,Other,Female,6000,23.61395422,50046.71453,1
Ind,2,Sales,Female,1998,22.44431256,47509.33044,1
Ind,2,Marketing,Female,2401,25.58966444,66173.64711,0
Ind,2,Marketing,Male,9512,27.69569498,58028.08718,0
Ind,2,Other,Male,6877,33.3404052,61868.12915,0
Ind,2,Marketing,Female,5684,23.39260093,52609.44301,0
Ind,2,Marketing,Male,10245,26.39043264,56627.43052,0
Ind,3,Accounting,Female,5585,24.51703863,58187.85951,1
Ind,2,Other,Male,3602,25.40978409,60575.59734,0
Ind,2,Other,Female,2449,27.35478313,57789.05232,0
Ind,2,Marketing,Female,1315,25.08480208,57503.6644,1
Ind,2,Other,Male,7006,24.65853639,65016.4532,0
Ind,2,Sales,Female,7474,26.55590798,57934.40721,1
Ind,2,Marketing,Male,5513,24.22068193,58062.79865,0
Ind,2,Other,Female,4517,27.32508128,60136.08856,0
Ind,2,Marketing,Female,2049,27.30343385,67242.0243,1
Ind,2,Marketing,Female,10067,23.34613173,62115.84347,0
Ind,2,Marketing,Female,1322,23.56182952,64750.24601,0
Ind,2,Other,Male,10049,24.20271901,57882.05094,1
Ind,2,Sales,Female,7113,32.28036884,58479.5367,1
Ind,2,Marketing,Female,10071,28.92677071,59055.6649,1
Ind,2,Marketing,Male,3335,28.37077994,51912.36461,0
Ind,3,Sales,Female,9795,24.4628663,56870.85802,1
Ind,2,Sales,Male,2567,22.76974283,61520.74596,0
Ind,2,Marketing,Male,8075,25.57735067,69609.94714,0
Ind,2,Other,Female,1853,26.91949333,65753.36193,1
Ind,3,Finance,Male,1266,24.16838041,55324.8087,0
Ind,2,Sales,Male,9497,29.28969933,62346.06003,0
Ind,3,Marketing,Male,2250,25.06164567,59125.7714,1
Ind,2,Other,Female,3439,23.27783452,53527.3622,1
Ind,2,Other,Female,5627,25.80935675,60579.82643,0
Ind,2,Sales,Female,7492,25.45288838,53830.99123,1
Ind,2,Sales,Female,10775,23.6978971,61593.42851,1
Ind,2,Marketing,Male,3348,27.34534856,55067.33121,0
Ind,2,Other,Female,4536,27.63702207,54015.37183,1
Ind,2,Sales,Male,10719,27.40651196,59072.287,1
Ind,2,Marketing,Male,3350,26.44504538,55497.54124,0
Ind,2,Other,Male,10922,25.67855128,54187.55188,1
Ind,2,Marketing,Male,8089,22.66401688,69990.91983,0
Ind,2,Marketing,Female,2318,23.82065414,59920.16869,1
Ind,2,Marketing,Female,7908,27.54220868,65388.15739,0
Ind,2,Marketing,Male,4084,29.39689066,56390.07472,0
Ind,2,Sales,Female,2645,25.80751231,59069.12733,1
Ind,2,Other,Female,10011,29.46579066,64197.49123,0
Ind,3,Sales,Female,9937,24.89662273,59710.05445,1
Ind,2,Sales,Female,5442,24.06134288,62922.87743,1
Ind,2,Marketing,Female,3537,24.52766473,66863.70001,1
Ind,2,Other,Female,4185,24.38523067,68492.17543,0
Ind,2,Marketing,Female,1353,24.65751029,60226.38948,0
Ind,3,Sales,Female,3020,24.4467414,60300.87545,1
Ind,3,Accounting,Female,1134,32.98420594,53888.84141,0
Ind,2,Other,Male,8426,25.65488283,56335.04466,0
Ind,2,Other,Female,10018,22.88582473,65350.94606,0
Ind,2,Other,Male,3648,27.61266179,59945.77136,0
Ind,2,Other,Female,10386,25.53294162,56250.73974,0
Ind,2,Other,Male,3649,26.26744662,54242.14294,1
Ind,2,Sales,Female,8247,24.07567181,63622.22406,1
Ind,2,Other,Male,1465,28.75770957,55758.24251,0
Ind,2,Marketing,Male,7254,28.58387274,58706.73409,1
Ind,2,Marketing,Female,6349,25.01167961,57096.68744,1
Ind,3,Marketing,Female,5740,28.53694764,58224.82001,1
Ind,3,Finance,Male,8553,23.80133732,58326.02551,1
Ind,2,Sales,Male,6980,30.61640729,59240.54761,0
Ind,2,Other,Male,2565,26.23225713,66577.95823,0
Ind,3,Other,Male,9935,26.68077915,58565.75877,0
Ind,2,Other,Male,7060,24.70849908,63464.75345,1
Ind,2,Other,Female,3838,29.04568612,49388.96314,0
Ind,2,Sales,Female,8987,22.53390022,57586.41825,1
Ind,2,Marketing,Male,1195,26.81245501,62295.18002,0
Ind,3,Sales,Female,4501,22.78941689,64280.77212,0
Ind,3,Finance,Female,1704,27.66517201,67070.39623,0
Ind,2,Marketing,Female,7572,24.53572478,67828.29205,1
Ind,3,Sales,Female,1582,26.31800711,57214.18299,1
Ind,2,Other,Female,2024,27.00325286,63658.63149,0
Ind,2,Marketing,Male,3751,38.36471363,58540.61189,0
Ind,3,Accounting,Female,1280,28.48348062,59733.0124,1
Ind,2,Marketing,Female,4661,27.53632302,65789.42165,1
Ind,2,Marketing,Male,4484,27.04379733,65066.30194,1
Ind,3,Finance,Female,6962,24.82347309,54437.48129,0
Ind,2,Marketing,Female,8676,26.56346218,65134.46289,0
Ind,2,Marketing,Female,3208,22.79210242,55714.26688,1
Ind,3,Finance,Male,6784,26.30399968,63432.32037,0
Ind,2,Marketing,Male,5582,32.42895491,58357.69333,1
Ind,2,Marketing,Male,1210,23.48706859,64164.72788,1
Ind,2,Marketing,Female,4670,29.2492393,60184.57748,0
Ind,2,Other,Male,11090,25.11344207,58879.02018,0
Ind,3,Finance,Male,10552,22.75791811,57730.59146,1
Ind,2,Marketing,Female,6858,27.33898602,61247.65731,0
Ind,2,Sales,Male,10567,33.82728857,59281.89411,1
Ind,2,Sales,Female,1476,23.30436727,55547.00575,1
Ind,2,Sales,Female,9496,24.09725796,60417.82719,1
Ind,2,Sales,Male,8102,33.71077335,72036.41259,1
Ind,2,Other,Male,3323,24.3442768,63533.27559,0
Ind,2,Marketing,Male,1220,27.48890796,69061.10455,0
Ind,2,Other,Female,7513,27.0107715,63055.94393,0
Ind,2,Sales,Male,7743,24.51117732,62762.18712,0
Ind,2,Sales,Male,7015,35.39787203,55314.47659,0
Ind,2,Sales,Female,2701,23.76947291,67220.67697,1
Ind,2,Other,Male,5150,26.32520525,53726.91814,0
Ind,2,Marketing,Female,4322,23.30999874,54624.88537,0
Ind,2,Other,Male,8919,25.66563381,71720.13964,0
Ind,2,Other,Male,5518,24.30367012,65728.56608,1
Ind,2,Sales,Male,4834,28.55338178,52155.24913,0
Ind,2,Marketing,Male,8519,23.78445666,71185.21819,0
Ind,2,Sales,Male,8117,24.58585723,52297.40674,1
Ind,2,Marketing,Female,9064,22.71934947,61351.14247,1
Ind,2,Sales,Male,1923,22.67043424,55967.61146,0
Ind,2,Marketing,Female,4328,25.41854365,61566.75535,0
Ind,2,Sales,Male,8240,22.93063348,51578.35472,0
Ind,2,Other,Female,8742,23.16694641,63906.02184,0
Ind,2,Other,Male,8807,24.87814413,64697.21337,0
Ind,2,Marketing,Female,2269,23.17679172,58474.2775,0
Ind,2,Sales,Female,3810,24.85157075,55785.0547,1
Ind,2,Other,Male,3341,28.90142975,61638.04046,0
Ind,3,Sales,Female,5026,24.48898323,62571.72985,0
Ind,2,Other,Male,6989,25.78535196,55455.55075,1
Ind,3,Accounting,Male,4057,26.28167188,57938.14132,1
Ind,2,Sales,Female,10495,25.48973483,56744.78437,1
Ind,2,Sales,Female,6121,22.8819398,60071.45387,1
Ind,2,Sales,Male,6673,23.2983035,54563.115,0
Ind,2,Marketing,Female,7256,26.80486082,54714.53291,1
Ind,2,Other,Male,5660,24.68989703,56288.16083,1
Ind,2,Marketing,Female,3251,25.77191067,56106.36831,0
Ind,2,Sales,Female,6126,25.06478543,63375.1027,1
Ind,3,Marketing,Female,5074,22.47522194,67181.14962,0
Ind,2,Marketing,Female,9083,25.55135406,65571.36462,0
Ind,2,Marketing,Male,8541,24.9154154,66004.96787,0
Ind,2,Other,Female,2246,33.20925629,47583.88127,0
Ind,2,Marketing,Male,5628,23.95539383,67816.4699,0
Ind,2,Marketing,Female,10425,24.22633797,51641.94493,0
Ind,2,Other,Male,8099,26.88845129,65192.69409,0
Ind,2,Other,Female,2081,29.06836544,58423.94678,0
Ind,2,Sales,Female,4315,30.40291201,59513.23572,1
Ind,2,Sales,Male,6323,24.82861096,56685.87468,0
Ind,2,Sales,Female,5529,24.58484307,59309.26968,1
Ind,3,Sales,Female,8814,23.1119612,57080.94728,1
Ind,2,Sales,Male,1225,22.8413348,62888.83563,1
Ind,2,Other,Male,6525,27.91390088,71534.16351,0
Ind,2,Sales,Female,8327,34.13063564,57392.7032,1
Ind,2,Marketing,Female,9097,23.90112181,56203.85276,1
Ind,2,Sales,Male,9964,30.19532979,58847.89983,1
Ind,3,Marketing,Male,2314,25.30064907,58661.64743,0
Ind,2,Other,Female,11082,25.69910451,58973.77752,1
Ind,2,Sales,Female,8211,33.9909614,54384.28089,0
Ind,2,Other,Male,9936,28.07779013,61239.91567,0
Ind,2,Other,Male,5320,25.5512171,64447.42653,0
Ind,2,Marketing,Female,1330,22.59202969,61174.72454,1
Ind,2,Marketing,Female,9472,25.03926217,61660.99488,0
Ind,2,Sales,Male,4152,28.92794805,64874.02402,0
Ind,3,Accounting,Male,9380,27.27517238,54066.71,0
Ind,2,Marketing,Female,6801,24.57261685,59578.11053,0
Ind,2,Sales,Male,2697,24.50689758,52575.14348,0
Ind,2,Marketing,Female,1457,22.9355489,62790.57763,0
Ind,3,Accounting,Male,2881,23.52234222,58716.59149,0
Ind,2,Marketing,Female,1824,22.63341853,61632.75251,0
Ind,2,Marketing,Male,11001,28.44980209,60097.97819,1
Ind,2,Other,Male,1563,22.67729869,60463.23508,0
Ind,2,Marketing,Female,2920,25.123526,57651.61673,1
Ind,3,Accounting,Male,3654,26.22133928,54700.24794,1
Ind,3,Sales,Female,4465,24.31109654,54649.36861,0
Ind,2,Other,Male,9951,22.81447623,59575.11971,0
Ind,2,Marketing,Male,1288,26.666645,65976.1193,0
Ind,3,Accounting,Male,1308,23.87984375,55312.4542,1
Ind,2,Other,Female,1950,24.18870044,69490.55715,0
Ind,2,Other,Female,9039,29.06066866,49186.1308,0
Ind,3,Sales,Female,6904,35.49781531,63955.81176,0
Ind,3,Other,Male,8134,28.1621616,56865.17102,1
Ind,2,Marketing,Female,4752,29.78399968,59323.72525,0
Ind,2,Sales,Female,6050,25.19830657,54934.06886,1
Ind,2,Marketing,Male,8949,27.43897454,55685.33086,0
Ind,2,Other,Female,6010,23.73728068,54429.73374,0
Ind,2,Sales,Female,8726,24.75743984,60960.7755,0
Ind,2,Other,Female,6007,23.82457262,66695.35747,1
Ind,2,Marketing,Female,10836,27.41803573,61303.55954,1
Ind,2,Marketing,Female,9862,28.05128848,57322.88117,1
Ind,3,Sales,Female,3628,22.77187176,70133.28947,1
Ind,2,Marketing,Male,7863,24.78763494,63638.84821,0
Ind,2,Other,Male,10086,23.3932454,58974.65185,0
Ind,2,Other,Male,1222,23.09137867,61234.43881,0
Ind,2,Sales,Female,6184,26.07832262,55985.78231,1
Ind,3,Finance,Male,2676,28.48414236,65120.27665,0
Ind,3,Marketing,Male,5119,22.60695077,54609.07855,0
Ind,2,Other,Male,7660,24.00969453,65467.78412,0
Ind,3,Marketing,Female,7564,25.98204503,65228.6278,1
Ind,2,Marketing,Male,9694,25.37749518,58865.70455,0
Ind,3,Sales,Male,3581,24.84505348,68222.70152,1
Ind,2,Marketing,Female,1493,24.41296247,60022.34681,1
Ind,2,Marketing,Female,9146,23.48278817,54520.59919,0
Ind,2,Marketing,Female,9876,25.2472996,66965.44406,0
Ind,2,Other,Female,2749,29.17992524,61539.25726,0
Ind,2,Other,Male,5970,25.31000723,53358.12813,1
Ind,2,Marketing,Female,6600,22.1776846,61568.6469,0
Ind,3,Other,Male,10348,26.81087073,58251.15194,0
